strain	strain_name	date	country	segment
OP391192	A/Human/New York City/PV60796/2022	2022-05-19	USA	4
OP391232	A/Human/New York City/PV60793/2022	2022-05-15	USA	4
OP391216	A/Human/New York City/PV60593/2022	2022-05-17	USA	4
OP391255	A/Human/New York City/PV60591/2022	2022-05-14	USA	4
OP391247	A/Human/New York City/PV60587/2022	2022-05-15	USA	4
OP391315	A/Human/New York City/PV63006/2022	2022-05-31	USA	4
OP391263	A/Human/New York City/PV60565/2022	2022-05-12	USA	4
OP391299	A/Human/New York City/PV63018/2022	2022-05-22	USA	4
OP391307	A/Human/New York City/PV60581/2022	2022-05-14	USA	4
OP391323	A/Human/New York City/PV60790/2022	2022-05-20	USA	4
OP391331	A/Human/New York City/PV63030/2022	2022-05-27	USA	4
OP391339	A/Human/New York City/PV60589/2022	2022-05-11	USA	4
OP391347	A/Human/New York City/PV60792/2022	2022-05-21	USA	4
OP391355	A/Human/New York City/PV60557/2022	2022-05-09	USA	4
OP391364	A/Human/New York City/PV60569/2022	2022-05-14	USA	4
OP391372	A/Human/New York City/PV60784/2022	2022-05-19	USA	4
OP391380	A/Human/New York City/PV60555/2022	2022-05-08	USA	4
OP391397	A/Human/New York City/PV63029/2022	2022-05-27	USA	4
OP391389	A/Human/New York City/PV60571/2022	2022-05-10	USA	4
OP391405	A/Human/New York City/PV63016/2022	2022-05-25	USA	4
OP391413	A/Human/New York City/PV60562/2022	2022-05-06	USA	4
OP391421	A/Human/New York City/PV60567/2022	2022-05-11	USA	4
OP391429	A/Human/New York City/PV60556/2022	2022-05-11	USA	4
OP391437	A/Human/New York City/PV63017/2022	2022-05-26	USA	4
OP391453	A/Human/New York City/PV60566/2022	2022-05-11	USA	4
OP391469	A/Human/New York City/PV60552/2022	2022-05-10	USA	4
OP391445	A/Human/New York City/PV60558/2022	2022-05-06	USA	4
OP391477	A/Human/New York City/PV60560/2022	2022-05-09	USA	4
OP391461	A/Human/New York City/PV60553/2022	2022-05-10	USA	4
OP432887	A/Human/New York City/PV63090/2022	2022-05-21	USA	4
OP432899	A/Human/New York City/PV63150/2022	2022-06-17	USA	4
OP432901	A/Human/New York City/PV63129/2022	2022-06-13	USA	4
OP432929	A/Human/New York City/PV63055/2022	2022-06-04	USA	4
OP432916	A/Human/New York City/PV63207/2022	2022-06-04	USA	4
OP432935	A/Human/New York City/PV63116/2022	2022-05-15	USA	4
OP432946	A/Human/New York City/PV63080/2022	2022-06-13	USA	4
OP432954	A/Human/New York City/PV63113/2022	2022-05-03	USA	4
OP432962	A/Human/New York City/PV63076/2022	2022-06-06	USA	4
OP432908	A/Human/New York City/PV63095/2022	2022-06-21	USA	4
OP432970	A/Human/New York City/PV63108/2022	2022-05-04	USA	4
OP432976	A/Human/New York City/PV63077/2022	2022-06-06	USA	4
OP432986	A/Human/New York City/PV63126/2022	2022-05-03	USA	4
OP433008	A/Human/New York City/PV63127/2022	2022-05-16	USA	4
OP432988	A/Human/New York City/PV63128/2022	2022-05-24	USA	4
OP432999	A/Human/New York City/PV63133/2022	2022-06-13	USA	4
OP433023	A/Human/New York City/PV63079/2022	2022-06-06	USA	4
OP433046	A/Human/New York City/PV63035/2022	2022-05-22	USA	4
OP433041	A/Human/New York City/PV63075/2022	2022-06-13	USA	4
OP433031	A/Human/New York City/PV63137/2022	2022-05-24	USA	4
OP433019	A/Human/New York City/PV63073/2022	2022-06-07	USA	4
OP433061	A/Human/New York City/PV63084/2022	2022-06-09	USA	4
OP433069	A/Human/New York City/PV63047/2022	2022-05-22	USA	4
OP433056	A/Human/New York City/PV63093/2022	2022-06-27	USA	4
OP433079	A/Human/New York City/PV63085/2022	2022-06-17	USA	4
OP433116	A/Human/New York City/PV63088/2022	2022-06-19	USA	4
OP433121	A/Human/New York City/PV63092/2022	2022-06-21	USA	4
OP433135	A/Human/New York City/PV63034/2022	2022-05-24	USA	4
OP433141	A/Human/New York City/PV63074/2022	2022-06-08	USA	4
OP433149	A/Human/New York City/PV63060/2022	2022-05-27	USA	4
OP433157	A/Human/New York City/PV63082/2022	2022-06-06	USA	4
OP433164	A/Human/New York City/PV63067/2022	2022-06-07	USA	4
OP433183	A/Human/New York City/PV60687/2022	2022-04-21	USA	4
OP433171	A/Human/New York City/PV63056/2022	2022-05-20	USA	4
OP433188	A/Human/New York City/PV63044/2022	2022-05-27	USA	4
OP433203	A/Human/New York City/PV63081/2022	2022-06-10	USA	4
OP433212	A/Human/New York City/PV63071/2022	2022-06-06	USA	4
OP433221	A/Human/New York City/PV63054/2022	2022-05-31	USA	4
OP433230	A/Human/New York City/PV63208/2022	2022-05-24	USA	4
OP433233	A/Human/New York City/PV63057/2022	2022-06-01	USA	4
OP433242	A/Human/New York City/PV63033/2022	2022-05-29	USA	4
OP433259	A/Human/New York City/PV63152/2022	2022-06-13	USA	4
OP433251	A/Human/New York City/PV63203/2022	2022-07-19	USA	4
OP433275	A/Human/New York City/PV63214/2022	2022-07-21	USA	4
OP433268	A/Human/New York City/PV63154/2021	2021-12-16	USA	4
OP433282	A/Human/New York City/PV63050/2022	2022-06-06	USA	4
OP433298	A/Human/New York City/PV63087/2022	2022-06-19	USA	4
OP433293	A/Human/New York City/PV63053/2022	2022-06-03	USA	4
OP433309	A/Human/New York City/PV63032/2022	2022-05-27	USA	4
OP433318	A/Human/New York City/PV63173/2022	2022-04-05	USA	4
OP433331	A/Human/New York City/PV63169/2022	2022-02-14	USA	4
OP433323	A/Human/New York City/PV63179/2021	2021-12-10	USA	4
OP433341	A/Human/New York City/PV63182/2021	2021-12-01	USA	4
OP433347	A/Human/New York City/PV63198/2021	2021-12-15	USA	4
OP433361	A/Human/New York City/PV63185/2022	2022-04-26	USA	4
OP433359	A/Human/New York City/PV63184/2022	2022-02-21	USA	4
OP433434	A/Human/New York City/PV63153/2022	2022-04-26	USA	4
OP433450	A/Human/New York City/PV63151/2022	2022-05-31	USA	4
LC728472	Influenza A virus	2022-07-27	Japan	4
OP510143	A/North Dakota/07/2022	2022-03-20	USA	4
OP510151	A/Kansas/18/2022	2022-03-16	USA	4
OP510161	A/Pennsylvania/21/2022	2022-02-23	USA	4
OP510166	A/Kansas/20/2022	2022-03-29	USA	4
OP510172	A/Indiana/11/2022	2022-04-04	USA	4
OP510180	A/South Dakota/19/2022	2022-03-29	USA	4
OP510191	A/Michigan/24/2022	2022-04-03	USA	4
OP510199	A/Louisiana/05/2022	2022-04-04	USA	4
OP510206	A/Alaska/14/2022	2022-05-02	USA	4
OP510214	A/Arkansas/01/2022	2022-03-14	USA	4
OP510222	A/Arkansas/02/2022	2022-03-16	USA	4
OP510230	A/Arkansas/03/2022	2022-03-16	USA	4
OP510238	A/Arkansas/04/2022	2022-03-17	USA	4
OP510246	A/Arkansas/05/2022	2022-03-17	USA	4
OP510254	A/Arkansas/06/2022	2022-03-17	USA	4
OP510262	A/Arkansas/07/2022	2022-03-28	USA	4
OP510270	A/Arkansas/08/2022	2022-03-28	USA	4
OP510278	A/Arkansas/09/2022	2022-04-01	USA	4
OP510286	A/California/11/2022	2022-01-18	USA	4
OP510297	A/Colorado/10/2022	2022-03-01	USA	4
OP510305	A/Colorado/11/2022	2022-03-01	USA	4
OP510310	A/District Of Columbia/15/2022	2022-03-09	USA	4
OP510318	A/Florida/11/2022	2022-03-13	USA	4
OP510326	A/Florida/14/2022	2022-03-22	USA	4
OP510334	A/Idaho/10/2022	2022-03-02	USA	4
OP510342	A/Idaho/13/2022	2022-03-07	USA	4
OP510350	A/Illinois/09/2022	2022-03-21	USA	4
OP510358	A/Illinois/10/2022	2022-03-21	USA	4
OP510366	A/Illinois/11/2022	2022-03-21	USA	4
OP510374	A/Illinois/12/2022	2022-03-31	USA	4
OP510382	A/Illinois/14/2022	2022-03-31	USA	4
OP510390	A/Indiana/06/2022	2022-03-12	USA	4
OP510398	A/Indiana/07/2022	2022-03-22	USA	4
OP510406	A/Indiana/08/2022	2022-03-24	USA	4
OP510414	A/Indiana/09/2022	2022-03-20	USA	4
OP510422	A/Indiana/10/2022	2022-03-30	USA	4
OP510430	A/Iowa/13/2022	2022-03-01	USA	4
OP510438	A/Iowa/14/2022	2022-03-03	USA	4
OP510446	A/Iowa/15/2022	2022-03-06	USA	4
OP510454	A/Iowa/16/2022	2022-03-18	USA	4
OP510462	A/Iowa/18/2022	2022-03-24	USA	4
OP510470	A/Kansas/16/2022	2022-03-14	USA	4
OP510478	A/Kansas/17/2022	2022-03-14	USA	4
OP510486	A/Kansas/19/2022	2022-03-25	USA	4
OP510494	A/Kansas/21/2022	2022-03-31	USA	4
OP510502	A/Kentucky/02/2022	2022-04-02	USA	4
OP510510	A/Kentucky/03/2022	2022-04-05	USA	4
OP510518	A/Louisiana/01/2022	2022-03-23	USA	4
OP510526	A/Louisiana/02/2022	2022-03-23	USA	4
OP510534	A/Louisiana/03/2022	2022-03-23	USA	4
OP510542	A/Louisiana/04/2022	2022-03-23	USA	4
OP510550	A/Michigan/20/2022	2022-03-17	USA	4
OP510558	A/Michigan/23/2022	2022-04-01	USA	4
OP510566	A/Michigan/25/2022	2022-04-03	USA	4
OP510940	A/South Dakota/15/2022	2022-03-08	USA	4
OP510574	A/Minnesota/16/2022	2022-03-13	USA	4
OP510582	A/Minnesota/17/2022	2022-03-14	USA	4
OP511741	A/California/03/2021	2021-10-11	USA	4
OP510590	A/Minnesota/18/2022	2022-03-15	USA	4
OP510598	A/Mississippi/08/2022	2022-03-09	USA	4
OP510948	A/Illinois/07/2022	2022-03-08	USA	4
OP510606	A/Mississippi/09/2022	2022-03-10	USA	4
OP511748	A/Wisconsin/17/2022	2022-03-09	USA	4
OP510954	A/Alaska/05/2021	2021-12-22	USA	4
OP510614	A/Mississippi/10/2022	2022-03-16	USA	4
OP510622	A/Mississippi/11/2022	2022-03-28	USA	4
OP510961	A/Hawaii/01/2022	2022-01-14	USA	4
OP510630	A/Mississippi/12/2022	2022-03-30	USA	4
OP510638	A/Mississippi/13/2022	2022-04-08	USA	4
OP511755	A/South Dakota/15/2022	2022-03-08	USA	4
OP510969	A/California/31/2022	2022-03-02	USA	4
OP510646	A/Nebraska/10/2022	2022-03-01	USA	4
OP511761	A/District Of Columbia/12/2022	2022-02-25	USA	4
OP510654	A/Nebraska/11/2022	2022-03-02	USA	4
OP510974	A/Arizona/10/2022	2022-02-19	USA	4
OP510662	A/Nebraska/12/2022	2022-03-03	USA	4
OP510670	A/Nebraska/16/2022	2022-04-07	USA	4
OP510678	A/Nebraska/17/2022	2022-04-08	USA	4
OP511767	A/Connecticut/06/2022	2022-03-01	USA	4
OP510982	A/Alaska/03/2021	2021-12-21	USA	4
OP510990	A/Alaska/04/2021	2021-12-21	USA	4
OP510686	A/Nebraska/18/2022	2022-04-11	USA	4
OP510998	A/Alaska/06/2021	2021-12-24	USA	4
OP510694	A/Nevada/06/2022	2022-02-27	USA	4
OP511774	A/Delaware/11/2022	2022-02-22	USA	4
OP511006	A/Alaska/07/2021	2021-12-27	USA	4
OP510702	A/New Jersey/06/2022	2022-03-01	USA	4
OP511014	A/Arizona/03/2022	2022-01-13	USA	4
OP511022	A/Arizona/04/2022	2022-01-17	USA	4
OP511030	A/Arizona/05/2022	2022-01-25	USA	4
OP510710	A/North Carolina/03/2022	2022-02-24	USA	4
OP511038	A/Arizona/13/2022	2022-03-03	USA	4
OP510718	A/North Carolina/04/2022	2022-03-07	USA	4
OP510726	A/North Dakota/08/2022	2022-03-23	USA	4
OP511781	A/Florida/10/2022	2022-03-13	USA	4
OP511046	A/Arizona/14/2022	2022-03-05	USA	4
OP511054	A/California/03/2022	2022-01-04	USA	4
OP511062	A/California/04/2022	2022-01-05	USA	4
OP510734	A/Ohio/09/2022	2022-03-17	USA	4
OP511070	A/California/05/2022	2022-01-07	USA	4
OP511788	A/Oregon/07/2022	2022-02-11	USA	4
OP510742	A/Ohio/11/2022	2022-03-22	USA	4
OP510750	A/Ohio/12/2022	2022-03-23	USA	4
OP510758	A/Oregon/10/2022	2022-03-02	USA	4
OP511078	A/California/07/2022	2022-01-05	USA	4
OP511795	A/Washington/13/2022	2022-03-29	USA	4
OP510766	A/Pennsylvania/26/2022	2022-03-23	USA	4
OP511086	A/California/08/2022	2022-01-08	USA	4
OP510774	A/South Dakota/16/2022	2022-03-19	USA	4
OP510782	A/South Dakota/17/2022	2022-03-21	USA	4
OP511094	A/California/09/2022	2022-01-10	USA	4
OP511102	A/California/10/2022	2022-01-17	USA	4
OP510790	A/South Dakota/18/2022	2022-03-22	USA	4
OP511110	A/California/12/2022	2022-01-19	USA	4
OP510798	A/South Dakota/20/2022	2022-04-01	USA	4
OP511806	A/Florida/02/2021	2021-10-20	USA	4
OP510806	A/Tennessee/05/2022	2022-03-17	USA	4
OP510814	A/Tennessee/09/2022	2022-04-02	USA	4
OP511118	A/California/13/2022	2022-01-20	USA	4
OP511820	A/Illinois/13/2022	2022-03-31	USA	4
OP511126	A/California/14/2022	2022-01-24	USA	4
OP511830	A/California/02/2021	2021-09-27	USA	4
OP511838	A/California/02/2021	2021-09-27	USA	4
OP511134	A/California/15/2022	2022-01-01	USA	4
OP511846	A/California/34/2022	2022-02-25	USA	4
OP511142	A/California/16/2022	2022-01-02	USA	4
OP510822	A/Tennessee/11/2022	2022-04-04	USA	4
OP510830	A/Texas/36/2022	2022-03-04	USA	4
OP511150	A/California/17/2022	2022-01-02	USA	4
OP511158	A/California/18/2022	2022-01-02	USA	4
OP511854	A/California/36/2022	2022-03-03	USA	4
OP510841	A/Utah/14/2022	2022-03-13	USA	4
OP511166	A/California/19/2022	2022-01-03	USA	4
OP511862	A/Connecticut/04/2022	2022-02-25	USA	4
OP510849	A/Utah/15/2022	2022-03-13	USA	4
OP511174	A/California/20/2022	2022-01-03	USA	4
OP511870	A/Connecticut/05/2022	2022-02-28	USA	4
OP511182	A/California/30/2022	2022-02-26	USA	4
OP511190	A/Hawaii/04/2021	2021-12-26	USA	4
OP511198	A/Hawaii/05/2021	2021-12-27	USA	4
OP511878	A/Delaware/10/2022	2022-02-17	USA	4
OP510857	A/Utah/16/2022	2022-03-15	USA	4
OP511886	A/Delaware/12/2022	2022-03-01	USA	4
OP510862	A/Washington/04/2022	2022-01-11	USA	4
OP511206	A/Idaho/06/2022	2022-02-01	USA	4
OP510870	A/Washington/05/2022	2022-01-18	USA	4
OP511894	A/District Of Columbia/10/2022	2022-02-24	USA	4
OP511214	A/Idaho/07/2022	2022-02-10	USA	4
OP511902	A/District Of Columbia/13/2022	2022-03-07	USA	4
OP511910	A/District Of Columbia/14/2022	2022-03-08	USA	4
OP511918	A/District Of Columbia/15/2022	2022-03-09	USA	4
OP511222	A/Idaho/08/2022	2022-02-13	USA	4
OP511926	A/Florida/09/2022	2022-03-04	USA	4
OP510878	A/Washington/11/2022	2022-03-13	USA	4
OP511934	A/Florida/11/2022	2022-03-13	USA	4
OP510886	A/Wisconsin/18/2022	2022-03-19	USA	4
OP511942	A/Illinois/06/2022	2022-03-08	USA	4
OP511230	A/Idaho/09/2022	2022-02-23	USA	4
OP510894	A/Wisconsin/19/2022	2022-03-22	USA	4
OP511950	A/Illinois/07/2022	2022-03-08	USA	4
OP510902	A/Wisconsin/21/2022	2022-03-28	USA	4
OP511958	A/Illinois/08/2022	2022-03-08	USA	4
OP510910	A/Wisconsin/22/2022	2022-03-28	USA	4
OP511966	A/Indiana/04/2022	2022-02-23	USA	4
OP511238	A/Idaho/11/2022	2022-03-04	USA	4
OP510918	A/Wisconsin/23/2022	2022-04-01	USA	4
OP511974	A/Indiana/05/2022	2022-03-08	USA	4
OP510926	A/Wisconsin/26/2022	2022-04-09	USA	4
OP510934	A/Wyoming/02/2022	2022-01-13	USA	4
OP511246	A/Idaho/12/2022	2022-03-05	USA	4
OP511982	A/Iowa/10/2022	2022-02-17	USA	4
OP511254	A/Idaho/14/2022	2022-03-08	USA	4
OP511990	A/Iowa/11/2022	2022-02-23	USA	4
OP511262	A/Illinois/06/2022	2022-03-08	USA	4
OP511998	A/Iowa/12/2022	2022-02-24	USA	4
OP511270	A/Illinois/08/2022	2022-03-08	USA	4
OP512006	A/Kansas/13/2022	2022-03-02	USA	4
OP511278	A/Indiana/04/2022	2022-02-23	USA	4
OP512014	A/Kansas/14/2022	2022-03-02	USA	4
OP511286	A/Indiana/05/2022	2022-03-08	USA	4
OP512022	A/Kansas/15/2022	2022-03-03	USA	4
OP511294	A/Iowa/10/2022	2022-02-17	USA	4
OP512030	A/Kentucky/01/2022	2022-02-25	USA	4
OP511302	A/Iowa/11/2022	2022-02-23	USA	4
OP512038	A/Kentucky/04/2022	2022-04-07	USA	4
OP512046	A/Maryland/01/2021	2021-10-05	USA	4
OP512054	A/Maryland/01/2021	2021-10-05	USA	4
OP512062	A/Maryland/02/2021	2021-10-03	USA	4
OP512070	A/Maryland/02/2021	2021-10-03	USA	4
OP511310	A/Iowa/12/2022	2022-02-24	USA	4
OP512078	A/Maryland/03/2021	2021-10-05	USA	4
OP512086	A/Maryland/03/2021	2021-10-05	USA	4
OP511318	A/Kansas/13/2022	2022-03-02	USA	4
OP511326	A/Kansas/14/2022	2022-03-02	USA	4
OP512094	A/Maryland/04/2021	2021-10-12	USA	4
OP512102	A/Maryland/04/2021	2021-10-12	USA	4
OP511334	A/Kansas/15/2022	2022-03-03	USA	4
OP511342	A/Michigan/11/2022	2022-02-24	USA	4
OP512110	A/Massachusetts/01/2021	2021-10-08	USA	4
OP512118	A/Massachusetts/01/2021	2021-10-08	USA	4
OP512126	A/Massachusetts/05/2022	2022-01-06	USA	4
OP512134	A/Massachusetts/06/2022	2022-03-02	USA	4
OP512142	A/Michigan/06/2021	2021-10-12	USA	4
OP512150	A/Michigan/06/2021	2021-10-12	USA	4
OP511350	A/Michigan/12/2022	2022-03-02	USA	4
OP511358	A/Michigan/12/2022	2022-03-02	USA	4
OP512158	A/Michigan/07/2021	2021-10-12	USA	4
OP512166	A/Michigan/07/2021	2021-10-12	USA	4
OP511366	A/Michigan/13/2022	2022-03-03	USA	4
OP511374	A/Minnesota/13/2022	2022-03-02	USA	4
OP512174	A/Michigan/08/2021	2021-10-15	USA	4
OP512182	A/Michigan/08/2021	2021-10-15	USA	4
OP511382	A/Minnesota/14/2022	2022-03-04	USA	4
OP511390	A/Minnesota/15/2022	2022-03-05	USA	4
OP512190	A/Michigan/11/2022	2022-02-24	USA	4
OP512198	A/Michigan/13/2022	2022-03-03	USA	4
OP512206	A/Minnesota/13/2022	2022-03-02	USA	4
OP512214	A/Minnesota/14/2022	2022-03-04	USA	4
OP511398	A/Mississippi/08/2022	2022-03-09	USA	4
OP512222	A/Minnesota/15/2022	2022-03-05	USA	4
OP512230	A/Nebraska/07/2022	2022-02-23	USA	4
OP511406	A/Mississippi/09/2022	2022-03-10	USA	4
OP512238	A/Nebraska/08/2022	2022-02-27	USA	4
OP511414	A/Mississippi/10/2022	2022-03-16	USA	4
OP512246	A/Nebraska/09/2022	2022-02-27	USA	4
OP511422	A/Montana/10/2022	2022-02-25	USA	4
OP511430	A/Montana/11/2022	2022-02-27	USA	4
OP512254	A/Nevada/11/2022	2022-03-24	USA	4
OP511438	A/Montana/12/2022	2022-03-07	USA	4
OP512262	A/New Hampshire/05/2022	2022-02-25	USA	4
OP511446	A/Nebraska/10/2022	2022-03-01	USA	4
OP511454	A/Nebraska/11/2022	2022-03-02	USA	4
OP512270	A/New Jersey/06/2022	2022-03-01	USA	4
OP511462	A/Nebraska/12/2022	2022-03-03	USA	4
OP512278	A/New York/05/2022	2022-02-28	USA	4
OP511470	A/Nevada/07/2022	2022-03-02	USA	4
OP512286	A/New York/06/2022	2022-03-07	USA	4
OP512294	A/New York/07/2022	2022-03-07	USA	4
OP512302	A/New York/08/2022	2022-03-09	USA	4
OP511478	A/Nevada/08/2022	2022-03-08	USA	4
OP512310	A/North Dakota/05/2022	2022-02-22	USA	4
OP511486	A/New Mexico/10/2022	2022-03-07	USA	4
OP512318	A/North Dakota/06/2022	2022-02-27	USA	4
OP511494	A/New Mexico/11/2022	2022-03-11	USA	4
OP512326	A/Oregon/13/2022	2022-03-17	USA	4
OP511502	A/New Mexico/12/2022	2022-03-13	USA	4
OP512334	A/Pennsylvania/21/2022	2022-02-23	USA	4
OP512342	A/Pennsylvania/22/2022	2022-03-01	USA	4
OP511510	A/Oregon/05/2022	2022-01-05	USA	4
OP511518	A/Oregon/11/2022	2022-03-02	USA	4
OP512350	A/Pennsylvania/23/2022	2022-03-02	USA	4
OP511526	A/Oregon/12/2022	2022-03-07	USA	4
OP512358	A/Rhode Island/13/2022	2022-03-06	USA	4
OP511534	A/South Dakota/13/2022	2022-03-07	USA	4
OP512366	A/Rhode Island/14/2022	2022-03-08	USA	4
OP512374	A/Rhode Island/15/2022	2022-03-09	USA	4
OP512382	A/South Dakota/13/2022	2022-03-07	USA	4
OP511542	A/South Dakota/14/2022	2022-03-07	USA	4
OP511550	A/South Dakota/14/2022	2022-03-07	USA	4
OP512390	A/Tennessee/02/2022	2022-02-24	USA	4
OP512398	A/Texas/03/2022	2022-01-19	USA	4
OP511558	A/Tennessee/04/2022	2022-03-15	USA	4
OP512406	A/Utah/10/2022	2022-02-12	USA	4
OP512414	A/Vermont/04/2022	2022-01-31	USA	4
OP511566	A/Tennessee/05/2022	2022-03-17	USA	4
OP512422	A/Vermont/05/2022	2022-02-02	USA	4
OP511574	A/Texas/37/2022	2022-03-05	USA	4
OP512430	A/Vermont/06/2022	2022-02-21	USA	4
OP511582	A/Texas/38/2022	2022-03-05	USA	4
OP511590	A/Texas/39/2022	2022-03-14	USA	4
OP512438	A/Vermont/07/2022	2022-02-23	USA	4
OP512446	A/Vermont/08/2022	2022-02-24	USA	4
OP511598	A/Texas/40/2022	2022-03-14	USA	4
OP511606	A/Texas/41/2022	2022-03-14	USA	4
OP511614	A/Texas/42/2022	2022-03-17	USA	4
OP511622	A/Texas/43/2022	2022-03-18	USA	4
OP512454	A/Vermont/09/2022	2022-02-28	USA	4
OP512462	A/Vermont/10/2022	2022-02-28	USA	4
OP511630	A/Texas/44/2022	2022-03-22	USA	4
OP511638	A/Utah/03/2022	2022-01-14	USA	4
OP511646	A/Utah/04/2022	2022-01-14	USA	4
OP512470	A/West Virginia/07/2022	2022-02-28	USA	4
OP512478	A/West Virginia/08/2022	2022-02-28	USA	4
OP511654	A/Utah/06/2022	2022-01-18	USA	4
OP511662	A/Utah/07/2021	2021-12-31	USA	4
OP511670	A/Utah/07/2022	2022-01-25	USA	4
OP511678	A/Washington/06/2022	2022-01-20	USA	4
OP512486	A/Wisconsin/06/2021	2021-10-21	USA	4
OP512494	A/Wisconsin/06/2021	2021-10-21	USA	4
OP512502	A/Wisconsin/07/2021	2021-10-26	USA	4
OP512510	A/Wisconsin/07/2021	2021-10-26	USA	4
OP512518	A/Wisconsin/15/2022	2022-02-24	USA	4
OP512526	A/Wisconsin/16/2022	2022-03-07	USA	4
OP512534	A/Wyoming/06/2022	2022-02-09	USA	4
OP511686	A/Washington/09/2022	2022-03-01	USA	4
OP511694	A/Washington/10/2022	2022-03-12	USA	4
OP511702	A/Wisconsin/15/2022	2022-02-24	USA	4
OP511710	A/Wisconsin/16/2022	2022-03-07	USA	4
OP511718	A/Wisconsin/17/2022	2022-03-09	USA	4
OP511726	A/Wyoming/01/2022	2022-01-12	USA	4
OP511734	A/Wyoming/03/2022	2022-01-18	USA	4
OP536171	A/Saudi Arabia/VRG-42/2020	2020-12-09	Saudi Arabia	4
OP536200	A/Saudi Arabia/VRG-46/2020	2020-12-10	Saudi Arabia	4
OP536201	A/Saudi Arabia/VRG-48/2020	2020-12-09	Saudi Arabia	4
OP536205	A/Saudi Arabia/VRG-49/2020	2020-12-12	Saudi Arabia	4
OP536209	A/Saudi Arabia/VRG-57/2020	2020-12-13	Saudi Arabia	4
OP536417	A/Saudi Arabia/VRG-138/2020	2020-12-25	Saudi Arabia	4
OP590175	A/Michigan/UOM10045437830/2022	2022-05-10	USA	4
OP590154	A/Michigan/UOM10045468130/2022	2022-05-11	USA	4
OP590168	A/Michigan/UOM10045447804/2022	2022-05-10	USA	4
OP590183	A/Michigan/UOM10045439729/2022	2022-05-10	USA	4
OP590195	A/Michigan/UOM10045449489/2022	2022-05-10	USA	4
OP590162	A/Michigan/UOM10045473305/2022	2022-05-11	USA	4
OP590209	A/Michigan/UOM10045443175/2022	2022-05-10	USA	4
OP590206	A/Michigan/UOM10045439626/2022	2022-05-10	USA	4
OP590222	A/Michigan/UOM10045449363/2022	2022-05-10	USA	4
OP590226	A/Michigan/UOM10045471611/2022	2022-05-11	USA	4
OP590264	A/Michigan/UOM10045454217/2022	2022-05-10	USA	4
OP590237	A/Michigan/UOM10045473200/2022	2022-05-11	USA	4
OP590245	A/Michigan/UOM10045458307/2022	2022-05-11	USA	4
OP590252	A/Michigan/UOM10045449812/2022	2022-05-10	USA	4
OP590260	A/Michigan/UOM10045439358/2022	2022-05-10	USA	4
OP590271	A/Michigan/UOM10045473306/2022	2022-05-11	USA	4
OP590303	A/Michigan/UOM10045465549/2022	2022-05-11	USA	4
OP590300	A/Michigan/UOM10045461472/2022	2022-05-11	USA	4
OP590286	A/Michigan/UOM10045450927/2022	2022-05-10	USA	4
OP590324	A/Michigan/UOM10045434934/2022	2022-05-10	USA	4
OP590290	A/Michigan/UOM10045474985/2022	2022-05-12	USA	4
OP590340	A/Michigan/UOM10045471478/2022	2022-05-11	USA	4
OP590312	A/Michigan/UOM10045448624/2022	2022-05-10	USA	4
OP590333	A/Michigan/UOM10045428998/2022	2022-05-09	USA	4
OP590350	A/Michigan/UOM10045443203/2022	2022-05-10	USA	4
OP590357	A/Michigan/UOM10045429847/2022	2022-05-09	USA	4
OP590362	A/Michigan/UOM10045432272/2022	2022-05-09	USA	4
OP590372	A/Michigan/UOM10045407253/2022	2022-05-07	USA	4
OP590384	A/Michigan/UOM10045489983/2022	2022-05-12	USA	4
OP590393	A/Michigan/UOM10045446449/2022	2022-05-10	USA	4
OP590444	A/Michigan/UOM10045432342/2022	2022-05-09	USA	4
OP590422	A/Michigan/UOM10045430942/2022	2022-05-09	USA	4
OP590409	A/Michigan/UOM10045425511/2022	2022-05-09	USA	4
OP590455	A/Michigan/UOM10045426026/2022	2022-05-09	USA	4
OP590484	A/Michigan/UOM10045487392/2022	2022-05-12	USA	4
OP590428	A/Michigan/UOM10045518243/2022	2022-05-14	USA	4
OP590472	A/Michigan/UOM10045422991/2022	2022-05-09	USA	4
OP590513	A/Michigan/UOM10045475694/2022	2022-05-12	USA	4
OP590477	A/Michigan/UOM10045433839/2022	2022-05-10	USA	4
OP590436	A/Michigan/UOM10045421237/2022	2022-05-09	USA	4
OP590462	A/Michigan/UOM10045434302/2022	2022-05-10	USA	4
OP590492	A/Michigan/UOM10045418770/2022	2022-05-09	USA	4
OP590502	A/Michigan/UOM10045492389/2022	2022-05-12	USA	4
OP590526	A/Michigan/UOM10045425494/2022	2022-05-09	USA	4
OP590551	A/Michigan/UOM10045428864/2022	2022-05-09	USA	4
OP590542	A/Michigan/UOM10045429439/2022	2022-05-09	USA	4
OP590554	A/Michigan/UOM10045423603/2022	2022-05-09	USA	4
OP590565	A/Michigan/UOM10045433565/2022	2022-05-09	USA	4
OP590574	A/Michigan/UOM10045423890/2022	2022-05-09	USA	4
OP590585	A/Michigan/UOM10045483644/2022	2022-05-12	USA	4
OP590593	A/Michigan/UOM10045412648/2022	2022-05-08	USA	4
OP590596	A/Michigan/UOM10045412664/2022	2022-05-08	USA	4
OP590612	A/Michigan/UOM10045410815/2022	2022-05-08	USA	4
OP590605	A/Michigan/UOM10045477447/2022	2022-05-12	USA	4
OP590619	A/Michigan/UOM10045427657/2022	2022-05-09	USA	4
OP590628	A/Michigan/UOM10045422020/2022	2022-05-09	USA	4
